지역명,2022관광지출액,2021관광지출액,2022검색건수,2021검색건수,2022방문자수,2021방문자수,폐업추세,,,영업상태구분코드,,,폐업일자,,지역명1,,,,
,,,,,,,,618,,1,,,,,강원도 삼척시 도계읍 심포리 231-3,,,,
,,,,,,,,619,,1,,,,,강원도 삼척시 미로면 내미로리 167,,,,
,,,,,,,,620,,1,,,,,강원도 홍천군 서면 어유포리 294-1번지,,,,
,,,,,,,,621,,1,,,,,강원도 홍천군 북방면 노일리 955번지,,,,
,,,,,,,,622,,1,,,,,강원도 홍천군 서면 팔봉리 85번지,,,,
,,,,,,,,623,,1,,,,,강원도 홍천군 화촌면 장평리 928,,,,
,,,,,,,,624,,1,,,,,강원도 홍천군 북방면 장항리 118-1번지,,,,
,,,,,,,,625,,1,,,,,전라남도 보성군 문덕면 죽산리 104-12번지,,,,
,,,,,,,,626,,1,,,,,충청남도 보령시 신흑동 2306-1번지,,,,
,,,,,,,,627,,1,,,,,충청남도 보령시 신흑동 2304-5번지,,,,
,,,,,,,,628,,1,,,,,경상북도 포항시 남구 호미곶면 강사리 194번지,,,,
,,,,,,,,629,,1,,,,,경상북도 포항시 북구 청하면 이가리 556-1,,,,
,,,,,,,,630,,1,,,,,경상북도 포항시 북구 청하면 청진리 65-1번지,,,,
,,,,,,,,631,,1,,,,,경상북도 포항시 남구 호미곶면 강사리,,,,
,,,,,,,,632,,1,,,,,경상북도 포항시 북구 송라면 광천리 491-1번지,,,,
,,,,,,,,633,,1,,,,,인천광역시 옹진군 영흥면 내리 738-5 자연의집 펜션,,,,
,,,,,,,,634,,1,,,,,강원도 양양군 강현면 회룡리 347번지,,,,
,,,,,,,,635,,1,,,,,강원도 양양군 서면 내현리 30-14번지,,,,
,,,,,,,,636,,1,,,,,강원도 양양군 강현면 하복리 491,,,,
,,,,,,,,637,,1,,,,,강원도 양양군 강현면 물갑리 254-5,,,,
,,,,,,,,638,,1,,,,,강원도 양양군 손양면 수산리 6번지,,,,
,,,,,,,,639,,1,,,,,강원도 양양군 양양읍 거마리 356번지,,,,
,,,,,,,,640,,1,,,,,강원도 양양군 현북면 중광정리 121-4번지,,,,
,,,,,,,,641,,1,,,,,강원도 양양군 현북면 중광정리 121-4번지,,,,
,,,,,,,,642,,1,,,,,강원도 양양군 현북면 하광정리 638-5,,,,
,,,,,,,,643,,1,,,,,전라북도 무주군 무풍면 삼거리 127-11번지,,,,
,,,,,,,,644,,1,,,,,경상남도 남해군 미조면 송정리 550-3번지,,,,
,,,,,,,,645,,1,,,,,전라남도 보성군 회천면 벽교리 520-32번지,,,,
,,,,,,,,646,,1,,,,,경기도 용인시 처인구 원삼면 목신리 375-3,,,,
,,,,,,,,647,,1,,,,,경상남도 통영시 산양읍 신전리 173-1번지,,,,
,,,,,,,,648,,1,,,,,전라남도 해남군 화원면 영호리 2-14번지,,,,
,,,,,,,,649,,1,,,,,전라남도 신안군 압해읍 복룡리 147번지 아름다운펜션,,,,
,,,,,,,,650,,1,,,,,경상북도 포항시 북구 송라면 방석리 100번지,,,,
,,,,,,,,651,,1,,,,,경상북도 포항시 북구 송라면 방석리 100번지,,,,
,,,,,,,,652,,1,,,,,경상북도 포항시 북구 송라면 방석리 100번지,,,,
,,,,,,,,653,,1,,,,,경상북도 포항시 북구 송라면 방석리 100번지,,,,
,,,,,,,,654,,1,,,,,경상남도 거제시 남부면 갈곶리 80-15번지 해금강휴게소,,,,
,,,,,,,,655,,1,,,,,충청남도 보령시 신흑동 2257-1번지,,,,
,,,,,,,,656,,1,,,,,"경상남도 통영시 광도면 덕포리 874번지 4,5,6동",,,,
,,,,,,,,657,,1,,,,,경상남도 통영시 평림동 985번지 가동,,,,
,,,,,,,,658,,1,,,,,강원도 원주시 판부면 금대리 1298,,,,
,,,,,,,,659,,1,,,,,전라남도 완도군 금일읍 동백리 102-1,,,,
,,,,,,,,660,,1,,,,,강원도 춘천시 서면 월송리 770-7,,,,
,,,,,,,,661,,1,,,,,강원도 강릉시 저동 42-6,,,,
,,,,,,,,662,,1,,,,,강원도 강릉시 저동 42-23,,,,
,,,,,,,,663,,1,,,,,전라남도 곡성군 죽곡면 하한리 977-4,,,,
,,,,,,,,664,,1,,,,,전라남도 고흥군 영남면 우천리 120,,,,
,,,,,,,,665,,1,,,,,경기도 양평군 단월면 산음리 856-2,,,,
,,,,,,,,666,,1,,,,,전라남도 완도군 신지면 신리 992-9,,,,
,,,,,,,,667,,1,,,,,인천광역시 옹진군 영흥면 내리 1527-62,,,,
,,,,,,,,668,,1,,,,,경상남도 사천시 서포면 비토리 산 43-4,,,,
,,,,,,,,669,,1,,,,,경기도 화성시 서신면 제부리 190-29,,,,
,,,,,,,,670,,1,,,,,강원도 고성군 죽왕면 문암진리 364-23,,,,
,,,,,,,,671,,1,,,,,경상북도 경주시 구정동 278-4,,,,
,,,,,,,,672,,1,,,,,강원도 원주시 지정면 판대리 39-3,,,,
,,,,,,,,673,,1,,,,,경상남도 통영시 도산면 법송리 175-3,,,,
,,,,,,,,674,,1,,,,,강원도 횡성군 갑천면 삼거리 101-2,,,,
,,,,,,,,675,,1,,,,,강원도 고성군 토성면 성대리 215-20,,,,
,,,,,,,,676,,1,,,,,강원도 영월군 주천면 신일리 901,,,,
,,,,,,,,677,,1,,,,,경상남도 통영시 산양읍 남평리 294,,,,
,,,,,,,,678,,1,,,,,경상북도 안동시 풍산읍 회곡리 755-3,,,,
,,,,,,,,679,,1,,,,,부산광역시 해운대구 중동 1021-3,,,,
,,,,,,,,680,,1,,,,,전라남도 고흥군 동일면 덕흥리 산 124-6,,,,
,,,,,,,,681,,1,,,,,경기도 가평군 상면 행현리 644,,,,
,,,,,,,,682,,1,,,,,충청북도 단양군 대강면 사인암리 18-2,,,,
,,,,,,,,683,,1,,,,,강원도 강릉시 연곡면 삼산리 706,,,,
,,,,,,,,684,,1,,,,,경상북도 청도군 청도읍 거연리 794,,,,
,,,,,,,,685,,1,,,,,경기도 가평군 청평면 대성리 406-1,,,,
,,,,,,,,686,,1,,,,,경기도 가평군 조종면 운악리 417-10,,,,
,,,,,,,,687,,1,,,,,충청남도 금산군 금산읍 상옥리 183-2,,,,
,,,,,,,,688,,1,,,,,경상남도 통영시 도산면 오륜리 549-4,,,,
,,,,,,,,689,,1,,,,,경상남도 통영시 도산면 오륜리 549-1,,,,
,,,,,,,,690,,1,,,,,경상북도 경주시 감포읍 노동리 553-4,,,,
,,,,,,,,691,,1,,,,,충청북도 제천시 봉양읍 옥전리 58-13,,,,
,,,,,,,,692,,1,,,,,인천광역시 강화군 길상면 선두리 1049-12,,,,
,,,,,,,,693,,1,,,,,강원도 강릉시 사천면 판교리 514-4,,,,
,,,,,,,,694,,1,,,,,인천광역시 옹진군 영흥면 내리 1624,,,,
,,,,,,,,695,,1,,,,,경상남도 거제시 거제면 외간리 636-38 주8동,,,,
,,,,,,,,696,,1,,,,,경상남도 거제시 거제면 외간리 636-35 주5동,,,,
,,,,,,,,697,,1,,,,,경상남도 거제시 거제면 외간리 636-37 주7동,,,,
,,,,,,,,698,,1,,,,,경상남도 남해군 창선면 동대리 244-1번지 남해관광펜션,,,,
,,,,,,,,699,,1,,,,,경상남도 남해군 서면 서상리 1151번지,,,,
,,,,,,,,700,,1,,,,,경상남도 남해군 삼동면 동천리 307-4번지,,,,
,,,,,,,,701,,1,,,,,경상남도 남해군 서면 서상리 1151-1번지,,,,
,,,,,,,,702,,1,,,,,경상남도 남해군 남면 홍현리 268-1번지,,,,
,,,,,,,,703,,1,,,,,경상남도 남해군 남면 홍현리 196번지,,,,
,,,,,,,,704,,1,,,,,경상남도 남해군 남면 홍현리 196번지,,,,
,,,,,,,,705,,1,,,,,경상남도 남해군 남면 평산리 1079번지,,,,
,,,,,,,,706,,1,,,,,경상남도 남해군 남면 평산리 1070번지,,,,
,,,,,,,,707,,1,,,,,경상남도 남해군 남면 평산리 1067번지,,,,
,,,,,,,,708,,1,,,,,경상남도 거제시 일운면 소동리 146-1번지,,,,
,,,,,,,,709,,1,,,,,경상남도 거제시 일운면 망치리 731-4번지,,,,
,,,,,,,,710,,1,,,,,경상남도 거제시 장목면 시방리 301-10번지,,,,
,,,,,,,,711,,1,,,,,경상남도 거제시 하청면 연구리 410-2번지,,,,
,,,,,,,,712,,1,,,,,경상남도 거제시 하청면 연구리 412-1번지,,,,
,,,,,,,,713,,1,,,,,경상남도 사천시 서포면 비토리 산 9-77,,,,
,,,,,,,,714,,1,,,,,경상남도 사천시 신수동 334-3,,,,
,,,,,,,,715,,1,,,,,경상남도 사천시 서포면 비토리 산 9-43,,,,
,,,,,,,,716,,1,,,,,경상남도 사천시 서포면 비토리 264-3,,,,
,,,,,,,,717,,1,,,,,경상남도 통영시 산양읍 신전리 289-2번지,,,,
,,,,,,,,718,,1,,,,,경상남도 통영시 도산면 수월리 1267-1,,,,
,,,,,,,,719,,1,,,,,경상남도 통영시 용남면 화삼리 2번지,,,,
,,,,,,,,720,,1,,,,,경상남도 통영시 산양읍 영운리 404-3번지,,,,
,,,,,,,,721,,1,,,,,경상남도 통영시 산양읍 미남리 457-3번지,,,,
,,,,,,,,722,,1,,,,,경상남도 통영시 인평동 1266번지,,,,
,,,,,,,,723,,1,,,,,경상남도 통영시 도산면 수월리 178번지,,,,
,,,,,,,,724,,1,,,,,경상남도 통영시 평림동 635번지,,,,
,,,,,,,,725,,1,,,,,강원도 화천군 화천읍 중리 98-5번지,,,,
,,,,,,,,726,,1,,,,,강원도 화천군 화천읍 중리 98-5번지,,,,
,,,,,,,,727,,1,,,,,강원도 평창군 봉평면 유포리 227-3번지,,,,
,,,,,,,,728,,1,,,,,강원도 평창군 봉평면 원길리 1041-1번지,,,,
,,,,,,,,729,,1,,,,,강원도 평창군 봉평면 평촌리 550-1번지,,,,
,,,,,,,,730,,1,,,,,강원도 평창군 방림면 계촌리 2228-2번지,,,,
,,,,,,,,731,,1,,,,,강원도 평창군 진부면 상월오개리 404번지 1통,,,,
,,,,,,,,732,,1,,,,,강원도 평창군 봉평면 평촌리 550-2번지,,,,
,,,,,,,,733,,1,,,,,강원도 홍천군 화촌면 군업리 959번지,,,,
,,,,,,,,734,,1,,,,,강원도 홍천군 서석면 어론리 886-3번지,,,,
,,,,,,,,735,,1,,,,,강원도 홍천군 서면 대곡리 1040-1,,,,
,,,,,,,,736,,1,,,,,강원도 홍천군 동면 덕치리 267-4번지,,,,
,,,,,,,,737,,1,,,,,강원도 홍천군 서면 대곡리 1028-12,,,,
,,,,,,,,738,,1,,,,,강원도 홍천군 화촌면 군업리 884,,,,
,,,,,,,,739,,1,,,,,강원도 강릉시 연곡면 삼산리 141번지,,,,
,,,,,,,,740,,1,,,,,강원도 강릉시 연곡면 삼산리 95번지,,,,
,,,,,,,,741,,1,,,,,강원도 강릉시 안현동 348-3,,,,
,,,,,,,,742,,1,,,,,강원도 고성군 토성면 천진리 105,,,,
,,,,,,,,743,,1,,,,,강원도 고성군 토성면 청간리,,,,
,,,,,,,,744,,1,,,,,강원도 고성군 토성면 아야진리 181-4번지,,,,
,,,,,,,,745,,1,,,,,강원도 고성군 간성읍 동호리 308-3,,,,
,,,,,,,,746,,1,,,,,경상북도 안동시 와룡면 중가구리 435-2,,,,
,,,,,,,,747,,1,,,,,전라북도 무주군 설천면 삼공리 373-19번지,,,,
,,,,,,,,748,,1,,,,,강원도 춘천시 남산면 서천리 524-6,,,,
,,,,,,,,749,,1,,,,,전라남도 보성군 벌교읍 장양리 565-5,,,,
,,,,,,,,750,,1,,,,,경기도 양평군 옥천면 신복리 703-76,,,,
,,,,,,,,751,,1,,,,,경상북도 경주시 하동 836-16,,,,
,,,,,,,,752,,1,,,,,경기도 화성시 서신면 제부리 190-102,,,,
,,,,,,,,753,,1,,,,,충청남도 보령시 신흑동 2306-10,,,,
,,,,,,,,754,,1,,,,,경상북도 포항시 남구 호미곶면 대보리 1-12,,,,
,,,,,,,,755,,1,,,,,경상남도 통영시 산양읍 신전리 173-4,,,,
,,,,,,,,756,,1,,,,,강원도 양양군 현북면 하광정리 596-7,,,,
,,,,,,,,757,,1,,,,,경기도 화성시 서신면 제부리 79-1 (제부리 79-5),,,,
,,,,,,,,758,,1,,,,,충청남도 청양군 대치면 광대리 270-3,,,,
,,,,,,,,759,,1,,,,,경상북도 영덕군 병곡면 백석리 473-6,,,,
,,,,,,,,760,,1,,,,,경상북도 경주시 외동읍 신계리 740-7,,,,
,,,,,,,,761,,1,,,,,전라북도 군산시 옥도면 선유도리 353,,,,
,,,,,,,,762,,1,,,,,경상남도 남해군 남면 평산리 1004,,,,
,,,,,,,,763,,1,,,,,전라남도 진도군 의신면 금갑리 478,,,,
,,,,,,,,764,,1,,,,,경상북도 포항시 남구 호미곶면 구만리 3-3,,,,
,,,,,,,,765,,1,,,,,경상북도 포항시 남구 호미곶면 구만리 3,,,,
,,,,,,,,766,,1,,,,,경상북도 경주시 외동읍 신계리 921-2,,,,
,,,,,,,,767,,1,,,,,전라남도 무안군 청계면 구로리 669,,,,
,,,,,,,,768,,1,,,,,전라남도 강진군 성전면 월남리 725-1,,,,
,,,,,,,,769,,1,,,,,경상북도 영덕군 강구면 하저리 10-2,,,,
,,,,,,,,770,,1,,,,,경상남도 남해군 남면 홍현리 366-1,,,,
,,,,,,,,771,,1,,,,,충청남도 서산시 음암면 탑곡리 864-19,,,,
,,,,,,,,772,,1,,,,,전라남도 장성군 북하면 쌍웅리 237-16,,,,
,,,,,,,,773,,1,,,,,경기도 가평군 조종면 상판리 120-5,,,,
,,,,,,,,774,,1,,,,,인천광역시 강화군 화도면 장화리 285-8 고벵이펜션,,,,
,,,,,,,,775,,1,,,,,경상남도 사천시 서포면 비토리 264-5,,,,
,,,,,,,,776,,1,,,,,경상북도 경주시 양남면 하서리 317,,,,
,,,,,,,,777,,1,,,,,경상북도 경주시 양남면 하서리 317,,,,
,,,,,,,,778,,1,,,,,경상북도 경주시 양남면 하서리 317-2,,,,
,,,,,,,,779,,1,,,,,경상북도 경주시 외동읍 신계리 536,,,,
,,,,,,,,780,,1,,,,,경기도 이천시 모가면 양평리 215-5,,,,
,,,,,,,,781,,1,,,,,경기도 가평군 설악면 이천리 230-1,,,,
,,,,,,,,782,,1,,,,,강원도 춘천시 남산면 서천리 624,,,,
,,,,,,,,783,,1,,,,,울산광역시 북구 구유동 167,,,,
,,,,,,,,784,,1,,,,,경상북도 울릉군 울릉읍 사동리 879-7,,,,
,,,,,,,,785,,1,,,,,전라남도 담양군 월산면 오성리 산 119,,,,
,,,,,,,,786,,1,,,,,충청남도 논산시 벌곡면 양산리 298-1,,,,
,,,,,,,,787,,1,,,,,전라북도 무주군 설천면 심곡리 551-9,,,,
,,,,,,,,788,,1,,,,,인천광역시 옹진군 자월면 승봉리 604 바다로가는길목민박,,,,
,,,,,,,,789,,1,,,,,경상남도 통영시 산양읍 연화리 41,,,,
,,,,,,,,790,,1,,,,,전라남도 무안군 해제면 창매리 858-1,,,,
,,,,,,,,791,,1,,,,,전라남도 고흥군 금산면 신촌리 1246,,,,
,,,,,,,,792,,1,,,,,강원도 홍천군 서면 굴업리 312,,,,
,,,,,,,,793,,1,,,,,전라북도 부안군 변산면 격포리 282-24,,,,
,,,,,,,,794,,1,,,,,강원도 강릉시 초당동 316,,,,
,,,,,,,,795,,1,,,,,전라북도 군산시 옥도면 선유도리 25 망주봉 산장,,,,
,,,,,,,,796,,1,,,,,경상남도 남해군 창선면 부윤리 71-11,,,,
,,,,,,,,797,,1,,,,,전라북도 무주군 설천면 삼공리 530-1,,,,
,,,,,,,,798,,1,,,,,경상남도 거제시 하청면 석포리 348,,,,
,,,,,,,,799,,1,,,,,강원도 속초시 도문동 663-1,,,,
,,,,,,,,800,,1,,,,,경상남도 산청군 신안면 외송리 1052,,,,
,,,,,,,,801,,1,,,,,경상남도 밀양시 단장면 고례리 1549-4번지,,,,
,,,,,,,,802,,1,,,,,경상남도 밀양시 단장면 범도리 850번지,,,,
,,,,,,,,803,,1,,,,,경상남도 고성군 삼산면 장치리 586-1,,,,
,,,,,,,,804,,1,,,,,경상남도 거제시 일운면 와현리 611번지,,,,
,,,,,,,,805,,1,,,,,경상남도 거제시 일운면 구조라리 781-2번지,,,,
,,,,,,,,806,,1,,,,,경상남도 거제시 일운면 구조라리 420-2,,,,
,,,,,,,,807,,1,,,,,경상남도 남해군 미조면 송정리 304-4번지,,,,
,,,,,,,,808,,1,,,,,경상남도 남해군 서면 작장리 682-2번지 펜션남해스토리,,,,
,,,,,,,,809,,1,,,,,경상남도 남해군 창선면 서대리 477-2,,,,
,,,,,,,,810,,1,,,,,경기도 김포시 월곶면 성동리 169-1번지,,,,
,,,,,,,,811,,1,,,,,충청남도 공주시 사곡면 고당리 262-3,,,,
,,,,,,,,812,,1,,,,,충청남도 공주시 사곡면 고당리 262-6번지,,,,
,,,,,,,,813,,1,,,,,전라남도 영암군 영암읍 개신리 319-6번지,,,,
,,,,,,,,814,,1,,,,,전라남도 영암군 영암읍 회문리 21-3번지 영암펜션,,,,
,,,,,,,,815,,1,,,,,충청남도 태안군 안면읍 승언리 1332번지,,,,
,,,,,,,,816,,1,,,,,충청남도 공주시 사곡면 고당리 300-1번지,,,,
,,,,,,,,817,,1,,,,,강원도 춘천시 서면 신매리 67-8,,,,
,,,,,,,,818,,1,,,,,강원도 강릉시 사천면 사천진리 192-5,,,,
,,,,,,,,819,,1,,,,,경상남도 거제시 동부면 율포리 811-1,,,,
,,,,,,,,820,,1,,,,,충청남도 태안군 남면 신온리 833-168,,,,
,,,,,,,,821,,1,,,,,충청남도 태안군 남면 몽산리 603-12,,,,
,,,,,,,,822,,1,,,,,전라북도 무주군 설천면 심곡리 617-1,,,,
,,,,,,,,823,,1,,,,,전라북도 무주군 설천면 삼공리 810-3,,,,
,,,,,,,,824,,1,,,,,전라북도 무주군 설천면 심곡리 738-1,,,,
,,,,,,,,825,,1,,,,,경상남도 합천군 용주면 가호리 328-2,,,,
,,,,,,,,826,,1,,,,,충청남도 태안군 소원면 모항리 829-3,,,,
,,,,,,,,827,,1,,,,,경기도 남양주시 오남읍 팔현리 249-1,,,,
,,,,,,,,828,,1,,,,,경상남도 통영시 사량면 금평리 1097-7,,,,
,,,,,,,,829,,1,,,,,강원도 삼척시 근덕면 용화리 14-18 스테이용화,,,,
,,,,,,,,830,,1,,,,,전라북도 진안군 부귀면 봉암리 330-3,,,,
,,,,,,,,831,,1,,,,,전라남도 화순군 동면 경치리 472,,,,
,,,,,,,,832,,1,,,,,경상남도 남해군 이동면 화계리 638,,,,
,,,,,,,,833,,1,,,,,전라남도 진도군 진도읍 산월리 631-12,,,,
,,,,,,,,834,,1,,,,,경상북도 영덕군 영덕읍 대부리 106-1,,,,
,,,,,,,,835,,1,,,,,경상북도 경주시 구정동 278-6,,,,
,,,,,,,,836,,1,,,,,경상북도 문경시 마성면 신현리 110-9,,,,
,,,,,,,,837,,1,,,,,경상북도 문경시 마성면 신현리 110-13,,,,
,,,,,,,,838,,1,,,,,경상남도 사천시 서포면 비토리 264-4,,,,
,,,,,,,,839,,1,,,,,경상북도 칠곡군 동명면 기성리 807,,,,
,,,,,,,,840,,1,,,,,강원도 홍천군 북방면 노일리 736,,,,
,,,,,,,,841,,1,,,,,강원도 홍천군 북방면 노일리 736-1,,,,
,,,,,,,,842,,1,,,,,충청남도 태안군 안면읍 황도리 69,,,,
,,,,,,,,843,,1,,,,,인천광역시 강화군 길상면 선두리 1032-24 해밀카페,,,,
,,,,,,,,844,,1,,,,,인천광역시 강화군 화도면 여차리 931-2 나눔펜션,,,,
,,,,,,,,845,,1,,,,,충청남도 공주시 무릉동 462,,,,
,,,,,,,,846,,1,,,,,전라남도 구례군 토지면 외곡리 159-4,,,,
,,,,,,,,847,,1,,,,,경상북도 문경시 문경읍 상초리 324-7,,,,
,,,,,,,,848,,1,,,,,경상남도 통영시 산양읍 남평리 1284-3,,,,
,,,,,,,,849,,1,,,,,경상남도 거창군 위천면 장기리 140,,,,
,,,,,,,,850,,1,,,,,충청남도 공주시 유구읍 연종리 88,,,,
,,,,,,,,851,,1,,,,,경상남도 남해군 남면 당항리 32,,,,
,,,,,,,,852,,1,,,,,강원도 평창군 평창읍 후평리 376-4 청성애원,,,,
,,,,,,,,853,,1,,,,,인천광역시 강화군 화도면 장화리 485-3,,,,
,,,,,,,,854,,1,,,,,인천광역시 강화군 화도면 장화리 485-18,,,,
,,,,,,,,855,,1,,,,,전라남도 보성군 회천면 군농리 1092-3,,,,
,,,,,,,,856,,1,,,,,전라남도 보성군 회천면 군농리 1092-2,,,,
,,,,,,,,857,,1,,,,,전라남도 보성군 회천면 군농리 1092-4,,,,
,,,,,,,,858,,1,,,,,경상북도 청도군 화양읍 교촌리 228,,,,
,,,,,,,,859,,1,,,,,경상북도 문경시 불정동 312,,,,
,,,,,,,,860,,1,,,,,충청북도 제천시 청풍면 북진리 322,,,,
,,,,,,,,861,,1,,,,,경상북도 경주시 마동 545-1,,,,
,,,,,,,,862,,1,,,,,경상북도 경주시 마동 545-1,,,,
,,,,,,,,863,,1,,,,,부산광역시 기장군 기장읍 시랑리 691-6,,,,
,,,,,,,,864,,1,,,,,경기도 남양주시 오남읍 오남리 23-12번지,,,,
,,,,,,,,865,,1,,,,,경기도 가평군 청평면 호명리 339-6,,,,
,,,,,,,,866,,1,,,,,경기도 가평군 청평면 고성리 717,,,,
,,,,,,,,867,,1,,,,,경기도 가평군 조종면 상판리 147,,,,
,,,,,,,,868,,1,,,,,경기도 가평군 청평면 상천리 129 4동 2층,,,,
,,,,,,,,869,,1,,,,,경기도 가평군 설악면 회곡리 247-1,,,,
,,,,,,,,870,,1,,,,,경기도 가평군 가평읍 두밀리 129-1,,,,
,,,,,,,,871,,1,,,,,경기도 가평군 청평면 호명리 339-3,,,,
,,,,,,,,872,,1,,,,,경기도 가평군 설악면 가일리 226-5번지,,,,
,,,,,,,,873,,1,,,,,전라북도 부안군 변산면 대항리 616-3,,,,
,,,,,,,,874,,1,,,,,인천광역시 중구 중산동 1946-18 블루오션프라자,,,,
,,,,,,,,875,,1,,,,,충청남도 보령시 신흑동 2256-7번지,,,,
,,,,,,,,876,,1,,,,,경상남도 통영시 산양읍 풍화리 339-2번지,,,,
,,,,,,,,877,,1,,,,,충청남도 태안군 안면읍 황도리 64-9번지,,,,
,,,,,,,,878,,1,,,,,충청남도 태안군 안면읍 황도리 64-9번지,,,,
,,,,,,,,879,,1,,,,,충청남도 태안군 안면읍 황도리 64-9번지,,,,
,,,,,,,,880,,1,,,,,인천광역시 강화군 화도면 동막리 55-7,,,,
,,,,,,,,881,,1,,,,,강원도 홍천군 내면 율전리 1228,,,,
,,,,,,,,882,,1,,,,,충청남도 태안군 안면읍 승언리 2545,,,,
,,,,,,,,883,,1,,,,,경상남도 남해군 남면 석교리 431,,,,
,,,,,,,,884,,1,,,,,경상북도 경주시 구정동 291-14 블리블리키즈풀빌라,,,,
,,,,,,,,885,,1,,,,,강원도 원주시 신림면 금창리 467-5,,,,
,,,,,,,,886,,1,,,,,전라남도 고흥군 영남면 우천리 571,,,,
,,,,,,,,887,,1,,,,,경상북도 문경시 가은읍 완장리 543,,,,
,,,,,,,,888,,1,,,,,경상북도 문경시 가은읍 원북리 378,,,,
,,,,,,,,889,,1,,,,,경기도 가평군 가평읍 복장리 422,,,,
,,,,,,,,890,,1,,,,,경상북도 청도군 풍각면 수월리 195,,,,
,,,,,,,,891,,1,,,,,강원도 강릉시 안현동 224-56,,,,
,,,,,,,,892,,1,,,,,강원도 양구군 동면 원당리 130,,,,
,,,,,,,,893,,1,,,,,전라북도 무주군 설천면 소천리 1208,,,,
,,,,,,,,894,,1,,,,,충청북도 충주시 수안보면 온천리 472번지 외 1필지,,,,
,,,,,,,,895,,1,,,,,충청북도 제천시 한수면 송계리 106번지,,,,
,,,,,,,,896,,1,,,,,충청북도 단양군 가곡면 가대리 1127번지,,,,
,,,,,,,,897,,1,,,,,인천광역시 강화군 삼산면 매음리 1055-2,,,,
,,,,,,,,898,,1,,,,,인천광역시 강화군 화도면 사기리,,,,
,,,,,,,,899,,1,,,,,인천광역시 강화군 화도면 동막리 165번지,,,,
,,,,,,,,900,,1,,,,,인천광역시 강화군 화도면 동막리 산 125-1번지,,,,
,,,,,,,,901,,1,,,,,인천광역시 강화군 화도면 동막리 184-1번지,,,,
,,,,,,,,902,,1,,,,,인천광역시 강화군 화도면 동막리 66-30번지,,,,
,,,,,,,,903,,1,,,,,인천광역시 강화군 삼산면 매음리 886-5번지,,,,
,,,,,,,,904,,1,,,,,인천광역시 강화군 화도면 사기리 514-3번지,,,,
,,,,,,,,905,,1,,,,,인천광역시 강화군 화도면 동막리 61-19번지,,,,
,,,,,,,,906,,1,,,,,경상남도 하동군 금남면 중평리 835-1,,,,
,,,,,,,,907,,1,,,,,경기도 파주시 탄현면 축현리 137-1번지,,,,
,,,,,,,,908,,1,,,,,경상북도 영덕군 병곡면 병곡리 21번지,,,,
,,,,,,,,909,,1,,,,,경상북도 경주시 감포읍 나정리 산 42-2번지,,,,
,,,,,,,,910,,1,,,,,경상남도 거제시 일운면 구조라리 561-6번지,,,,
,,,,,,,,911,,1,,,,,강원도 홍천군 서면 굴업리 310-1번지,,,,
,,,,,,,,912,,1,,,,,강원도 홍천군 서면 굴업리 311-4,,,,
,,,,,,,,913,,1,,,,,강원도 홍천군 서면 굴업리 312-17,,,,
,,,,,,,,914,,1,,,,,경기도 화성시 서신면 제부리 41-17,,,,
,,,,,,,,915,,1,,,,,전라북도 무주군 설천면 심곡리 624-1,,,,
,,,,,,,,916,,1,,,,,강원도 춘천시 신동면 증리 68,,,,
,,,,,,,,917,,1,,,,,경기도 가평군 상면 행현리 805-4,,,,
,,,,,,,,918,,1,,,,,경기도 양주시 장흥면 삼상리 174-1,,,,
,,,,,,,,919,,1,,,,,경상남도 남해군 남면 홍현리 1428,,,,
,,,,,,,,920,,1,,,,,경상남도 창원시 마산합포구 진동면 다구리 158-1,,,,
,,,,,,,,921,,1,,,,,강원도 춘천시 신북읍 용산리 341-3,,,,
,,,,,,,,922,,1,,,,,전라남도 진도군 군내면 둔전리 1-36,,,,
,,,,,,,,923,,1,,,,,경상북도 문경시 불정동 67,,,,
,,,,,,,,924,,1,,,,,경상남도 남해군 남면 홍현리 1427,,,,
,,,,,,,,925,,1,,,,,경기도 가평군 상면 상동리 187-3,,,,
,,,,,,,,926,,1,,,,,강원도 양양군 현남면 임호정리 71-7,,,,
,,,,,,,,927,,1,,,,,강원도 고성군 토성면 아야진리 206-3,,,,
,,,,,,,,928,,1,,,,,전라남도 신안군 신의면 상태동리 275,,,,
,,,,,,,,929,,1,,,,,전라남도 여수시 화양면 용주리 481-20,,,,
,,,,,,,,930,,1,,,,,경상남도 하동군 화개면 탑리 539-8,,,,
,,,,,,,,931,,1,,,,,강원도 강릉시 강동면 정동진리 524-1,,,,
,,,,,,,,932,,4,,,,,경기도 여주시 북내면 운촌리 602-3번지,,,,
,,,,,,,,933,,4,,,,,충청남도 태안군 남면 신온리 652-264번지,,,,
,,,,,,,,934,,4,,,,,충청남도 태안군 남면 원청리,,,,
,,,,,,,,935,,4,,,,,충청남도 태안군 남면 신온리 652-280번지,,,,
,,,,,,,,936,,4,,,,,경기도 연천군 왕징면 북삼리 225-7번지,,,,
,,,,,,,,937,,4,,,,,부산광역시 기장군 기장읍 대변리 433-3번지,,,,
,,,,,,,,938,,4,,,,,전라북도 무주군 설천면 삼공리 530-1번지,,,,
,,,,,,,,939,,4,,,,,"전라북도 군산시 옥도면 대장도리 12 ,대장도리 10",,,,
,,,,,,,,940,,4,,,,,강원도 횡성군 둔내면 두원리 404-11,,,,
