,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_kernel,param_degree,param_C,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
0,0.0014995336532592773,0.0005000831117504768,0.0019989609718322754,0.0029140993180265724,linear,4,10,,"{'kernel': 'linear', 'degree': 4, 'C': 10}",0.9333333333333333,0.9333333333333333,1.0,0.9666666666666667,0.9583333333333334,0.02763853991962833,1
2,0.0017486214637756348,0.00043253396255864247,0.0009996294975280762,0.0007066341450899848,linear,5,100,,"{'kernel': 'linear', 'degree': 5, 'C': 100}",0.9333333333333333,0.9333333333333333,0.9666666666666667,1.0,0.9583333333333334,0.02763853991962833,1
3,0.0012496113777160645,0.0004326029851702302,0.0004998445510864258,0.0004998445795169734,linear,4,100,,"{'kernel': 'linear', 'degree': 4, 'C': 100}",0.9333333333333333,0.9333333333333333,0.9666666666666667,1.0,0.9583333333333334,0.02763853991962833,1
1,0.001498579978942871,0.0004994869374432254,0.0012494921684265137,0.0008287187576423392,sigmoid,3,10,0.01,"{'kernel': 'sigmoid', 'gamma': 0.01, 'degree': 3, 'C': 10}",0.9,0.9,0.9333333333333333,0.9666666666666667,0.925,0.02763853991962833,4
4,0.0014995932579040527,0.0004999041628379907,0.0007492899894714355,0.00043260291947093415,rbf,,10,0.001,"{'kernel': 'rbf', 'gamma': 0.001, 'C': 10}",0.9666666666666667,0.9,0.8666666666666667,0.9666666666666667,0.925,0.04330127018922192,4
