iter	Passed	Remaining
532	1722	1509
533	1728	1508
534	1732	1505
535	1735	1502
536	1738	1498
537	1741	1495
538	1745	1492
539	1747	1488
540	1750	1485
541	1753	1481
542	1756	1478
543	1759	1474
544	1762	1471
545	1765	1467
546	1768	1464
547	1770	1460
548	1773	1457
549	1776	1453
550	1779	1450
551	1782	1446
552	1785	1443
553	1788	1439
554	1791	1436
555	1794	1432
556	1797	1429
557	1799	1425
558	1802	1422
559	1806	1419
560	1810	1416
561	1812	1412
562	1816	1409
563	1819	1406
564	1822	1403
565	1826	1400
566	1830	1397
567	1832	1394
568	1835	1390
569	1839	1387
570	1841	1383
571	1844	1380
572	1847	1376
573	1850	1373
574	1853	1369
575	1856	1366
576	1859	1362
577	1861	1359
578	1864	1355
579	1867	1352
580	1871	1349
581	1874	1346
582	1877	1342
583	1879	1339
584	1882	1335
585	1885	1332
586	1888	1328
587	1892	1325
588	1896	1323
589	1899	1319
590	1903	1317
591	1906	1314
592	1909	1310
593	1912	1307
594	1915	1303
595	1919	1301
596	1922	1297
597	1925	1294
598	1928	1291
599	1931	1287
600	1934	1284
601	1937	1280
602	1940	1277
603	1942	1273
604	1945	1270
605	1948	1267
606	1952	1264
607	1956	1261
608	1959	1258
609	1962	1254
610	1965	1251
611	1968	1247
612	1971	1244
613	1974	1241
614	1976	1237
615	1979	1234
616	1982	1230
617	1985	1227
618	1988	1223
619	1991	1220
620	1994	1217
621	1997	1213
622	2000	1210
623	2002	1206
624	2006	1204
625	2009	1200
626	2012	1197
627	2015	1193
628	2018	1190
629	2021	1187
630	2023	1183
631	2026	1180
632	2029	1176
633	2033	1173
634	2037	1171
635	2040	1167
636	2043	1164
637	2046	1161
638	2049	1157
639	2052	1154
640	2055	1150
641	2057	1147
642	2060	1144
643	2063	1140
644	2066	1137
645	2069	1134
646	2072	1130
647	2075	1127
648	2077	1123
649	2080	1120
650	2083	1117
651	2086	1113
652	2089	1110
653	2092	1107
654	2095	1103
655	2098	1100
656	2101	1096
657	2103	1093
658	2106	1090
659	2109	1086
660	2113	1083
661	2117	1081
662	2120	1078
663	2123	1074
664	2126	1071
665	2130	1068
666	2133	1065
667	2136	1061
668	2139	1058
669	2142	1055
670	2145	1051
671	2148	1048
672	2151	1045
673	2154	1042
674	2157	1038
675	2160	1035
676	2163	1032
677	2167	1029
678	2169	1025
679	2172	1022
680	2175	1019
681	2178	1015
682	2181	1012
683	2185	1009
684	2189	1006
685	2192	1003
686	2196	1000
687	2199	997
688	2202	993
689	2204	990
690	2207	987
691	2210	984
692	2214	980
693	2217	977
694	2220	974
695	2223	971
696	2226	967
697	2229	964
698	2232	961
699	2235	958
700	2238	954
701	2242	951
702	2245	948
703	2248	945
704	2252	942
705	2255	939
706	2259	936
707	2262	933
708	2265	929
709	2268	926
710	2271	923
711	2275	920
712	2278	916
713	2281	913
714	2285	911
715	2288	907
716	2292	904
717	2295	901
718	2299	898
719	2302	895
720	2305	892
721	2309	889
722	2313	886
723	2316	883
724	2319	879
725	2323	876
726	2326	873
727	2329	870
728	2332	867
729	2335	863
730	2338	860
731	2341	857
732	2344	853
733	2347	850
734	2350	847
735	2353	844
736	2356	840
737	2359	837
738	2362	834
739	2365	831
740	2368	827
741	2371	824
742	2374	821
743	2376	817
744	2379	814
745	2382	811
746	2385	807
747	2388	804
748	2391	801
749	2394	798
750	2397	794
751	2400	791
752	2403	788
753	2405	784
754	2409	781
755	2412	778
756	2414	775
757	2417	771
758	2421	768
759	2424	765
760	2427	762
761	2430	759
762	2434	756
763	2437	753
764	2440	749
765	2443	746
766	2446	743
767	2449	739
768	2453	736
769	2456	733
770	2459	730
771	2462	727
772	2464	723
773	2468	720
774	2471	717
775	2474	714
776	2477	711
777	2480	707
778	2483	704
779	2486	701
780	2489	698
781	2492	694
782	2495	691
783	2500	688
784	2503	685
785	2506	682
786	2509	679
787	2511	675
788	2515	672
789	2519	669
790	2522	666
791	2525	663
792	2528	659
793	2530	656
794	2533	653
795	2536	650
796	2539	646
797	2542	643
798	2545	640
799	2548	637
800	2551	633
801	2554	630
802	2557	627
803	2560	624
804	2563	620
805	2566	617
806	2569	614
807	2571	611
808	2574	607
809	2577	604
810	2580	601
811	2583	598
812	2586	594
813	2588	591
814	2591	588
815	2595	585
816	2598	581
817	2600	578
818	2604	575
819	2608	572
820	2611	569
821	2614	566
822	2618	563
823	2621	560
824	2624	556
825	2627	553
826	2630	550
827	2633	547
828	2636	543
829	2639	540
830	2642	537
831	2645	534
832	2648	530
833	2651	527
834	2654	524
835	2657	521
836	2660	518
837	2663	514
838	2668	512
839	2673	509
840	2677	506
841	2681	503
842	2686	500
843	2691	497
844	2696	494
845	2699	491
846	2703	488
847	2707	485
848	2709	481
849	2712	478
850	2715	475
851	2718	472
852	2721	468
853	2724	465
854	2727	462
855	2730	459
856	2733	456
857	2735	452
858	2738	449
859	2741	446
860	2744	443
861	2747	439
862	2750	436
863	2753	433
864	2756	430
865	2760	427
866	2763	423
867	2766	420
868	2768	417
869	2771	414
870	2775	411
871	2778	407
872	2783	404
873	2786	401
874	2789	398
875	2793	395
876	2796	392
877	2799	388
878	2801	385
879	2804	382
880	2807	379
881	2810	376
882	2813	372
883	2816	369
884	2819	366
885	2822	363
886	2825	359
887	2828	356
888	2831	353
889	2834	350
890	2837	347
891	2840	343
892	2843	340
893	2846	337
894	2849	334
895	2852	331
896	2855	327
897	2858	324
898	2861	321
899	2864	318
900	2868	315
901	2871	311
902	2874	308
903	2877	305
904	2880	302
905	2883	299
906	2886	295
907	2889	292
908	2892	289
909	2894	286
910	2897	283
911	2900	279
912	2903	276
913	2907	273
914	2911	270
915	2914	267
916	2917	264
917	2920	260
918	2922	257
919	2925	254
920	2928	251
921	2931	248
922	2934	244
923	2937	241
924	2940	238
925	2943	235
926	2946	232
927	2949	228
928	2952	225
929	2955	222
930	2957	219
931	2960	216
932	2963	212
933	2966	209
934	2969	206
935	2972	203
936	2976	200
937	2981	197
938	2984	193
939	2987	190
940	2990	187
941	2993	184
942	2996	181
943	2999	177
944	3002	174
945	3005	171
946	3008	168
947	3011	165
948	3013	161
949	3017	158
950	3019	155
951	3022	152
952	3026	149
953	3029	146
954	3032	142
955	3035	139
956	3038	136
957	3041	133
958	3044	130
959	3047	126
960	3050	123
961	3053	120
962	3056	117
963	3059	114
964	3061	111
965	3064	107
966	3067	104
967	3070	101
968	3073	98
969	3076	95
970	3079	91
971	3082	88
972	3085	85
973	3088	82
974	3091	79
975	3093	76
976	3096	72
977	3099	69
978	3102	66
979	3105	63
980	3108	60
981	3111	57
982	3114	53
983	3117	50
984	3120	47
985	3123	44
986	3125	41
987	3128	38
988	3131	34
989	3134	31
990	3137	28
991	3140	25
992	3143	22
993	3147	18
994	3150	15
995	3153	12
996	3156	9
997	3159	6
998	3162	3
999	3165	0
